group,op,workload,threads,n,go_ns_per_op_median,go_ns_per_op_mad,go_variation,rust_ns_per_op_median,rust_ns_per_op_mad,rust_variation,median_ratio_go_over_rust,ratio_ci_low,ratio_ci_high,mann_whitney_u,p_value,p_method,bytes_kind,go_bytes_per_s_median,rust_bytes_per_s_median,go_ops_per_s_median,rust_ops_per_s_median,go_cpu_ns_per_op_median,rust_cpu_ns_per_op_median,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
fstree,fstree.check_complete,width-4096/jobs-1,1,1,662.8794274623968,0.0,0.0,314.82508491023776,0.0,0.0,2.1055483163020368,2.1055483163020368,2.1055483163020368,1.0,1.0,exact,,,,1508569.9730162872,3176366.9667082527,692.8675400291121,314.1678796700631,,,structured,4096,,4096,wide,,4122,1,width,plain
fstree,fstree.child_keys,dir-leaf-128,1,1,47398.515625,0.0,0.0,29508.40625,0.0,0.0,1.606271623869893,1.606271623869893,1.606271623869893,1.0,1.0,exact,,,,21097.70710778456,33888.64825595249,47375.0,29421.875,,64,structured,128,,,,,,1,,
fstree,fstree.child_keys,dir-node-128,1,1,21532.859375,0.0,0.0,14652.203125,0.0,0.0,1.4695987484817237,1.4695987484817237,1.4695987484817237,1.0,1.0,exact,,,,46440.650662541186,68249.12209234746,23906.25,14625.0,,64,structured,128,,,,,,1,,
fstree,fstree.child_keys,file-node-1024,1,1,86016.65625,0.0,0.0,72422.71875,0.0,0.0,1.1877026675417375,1.1877026675417375,1.1877026675417375,1.0,1.0,exact,,,,11625.655350907691,13807.821872193937,85953.125,72296.875,,64,structured,1024,,,,,,1,,
fstree,fstree.collect_entries,width-16,1,1,679.4375,0.0,0.0,735.125,0.0,0.0,0.9242475769426968,0.9242475769426968,0.9242475769426968,0.0,1.0,exact,,,,1471805.7216447429,1360312.871960551,875.0,750.0,,,structured,16,1,16,wide,,17,1,width,plain
fstree,fstree.collect_entries,width-256,1,1,392.078125,0.0,0.0,216.0390625,0.0,0.0,1.8148482985571186,1.8148482985571186,1.8148482985571186,1.0,1.0,exact,,,,2550512.0950065753,4628792.536072035,402.34375,218.75,,,structured,256,1,256,wide,,259,1,width,plain
fstree,fstree.collect_entries,width-40000,1,1,633.165775,0.0,0.0,217.318125,0.0,0.0,2.9135433365256582,2.9135433365256582,2.9135433365256582,1.0,1.0,exact,,,,1579365.2144258744,4601548.996430923,631.275,216.75,,,structured,40000,1,40000,wide,,40257,1,width,plain
fstree,fstree.collect_entries,width-4096,1,1,367.440185546875,0.0,0.0,215.4140625,0.0,0.0,1.705739083523737,1.705739083523737,1.705739083523737,1.0,1.0,exact,,,,2721531.392957639,4642222.464004642,367.67578125,214.84375,,,structured,4096,1,4096,wide,,4122,1,width,plain
fstree,fstree.decode_dir_leaf,entries-1024,1,1,365.75697326660156,0.0,0.0,213.4107666015625,0.0,0.0,1.713863733733121,1.713863733733121,1.713863733733121,1.0,1.0,exact,encoded,202328144.3592847,346762868.9308976,2734055.8706753524,4685799.2027506195,378.41796875,212.677001953125,75779,64,structured,1024,,,leaf,,,1,entries,plain
fstree,fstree.decode_dir_leaf,entries-128,1,1,361.43505859375,0.0,0.0,212.428466796875,0.0,0.0,1.7014436155553283,1.7014436155553283,1.7014436155553283,1.0,1.0,exact,encoded,204782638.6515342,348426113.1102267,2766748.759488746,4707467.0126777515,360.9619140625,212.0361328125,9474,64,structured,128,,,leaf,,,1,entries,plain
