core,group,op,workload,threads,rep,ops,bytes,bytes_kind,wall_ns,ns_per_op,cpu_user_ns,cpu_sys_ns,max_rss_kib,checksum,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
go,fstree,fstree.resolve_path,depth-24,1,0,256,0,,5286068,20648.703125,5229000,40000,637140,11225199624901261093,,256,structured,,24,16,deep,,,1,depth,plain
go,fstree,fstree.resolve_path,depth-4,1,0,256,0,,882025,3445.41015625,883000,0,637140,11225199624901261093,,256,structured,,4,16,deep,,,1,depth,plain
go,fstree,fstree.write_content,file-corpus,1,0,4,4194304,payload,3717,929.25,8000,2000,637140,9452751562815875973,4194304,,text,4,,,file-index,,,1,,
go,gc,gc.begin_write,gate-span,4,0,4096,0,,132142,32.26123046875,109000,26000,637140,2041016804563428133,,4096,structured,,,,,335,1500,4,,
go,gc,gc.close,idle,4,0,1,0,,290,290.0,2000,1000,637140,9929646806074584996,,1,structured,,,,,335,1500,4,,
go,gc,gc.open,populated,4,0,1,0,,45056,45056.0,39000,9000,637140,9929646806074584996,,1,structured,,,,,335,1500,4,,
go,gc,gc.prepare_ref,missing-root,4,0,64,0,,153453,2397.703125,187000,0,637140,5451865213850879781,,64,structured,,,,,335,1500,4,,
go,gc,gc.prepare_ref,tree-root/abort,4,0,1,0,,423248,423248.0,620000,146000,637140,4227135317676929313,,1,structured,,,,,335,1500,4,,
go,gc,gc.prepare_ref,tree-root/commit,4,0,1,0,,343696,343696.0,649000,0,637140,4227135317676929313,,1,structured,,,,,335,1500,4,,
go,gc,gc.release_ref,batch,4,0,4096,0,,26541,6.479736328125,24000,6000,637140,2041016804563428133,,4096,structured,,,,,335,1500,4,,
go,gc,gc.run,nothing-to-reclaim,4,0,1,0,,223097,223097.0,184000,44000,637140,16324574220398031026,,1,structured,,,,,335,1500,4,,
go,gc,gc.run,reclaimable-packs,4,0,1,0,,1002686,1002686.0,0,823000,637140,16592701548568039729,,1,structured,,,,,335,1500,4,,
go,gc,gc.status,mark+score,4,0,1,0,,352944,352944.0,351000,0,637140,13346445010563023024,,1,structured,,,,,335,1500,4,,
go,gc,gc.why,live-root,4,0,1,0,,45687,45687.0,42000,10000,637140,5171508924536841009,,1,structured,,,,,335,1500,4,,
go,gc,gc.wipe,store-reset,4,0,1,0,,463165,463165.0,0,460000,637140,9929646806074584996,,1,structured,,,,,335,1500,4,,
go,inbox,inbox.close,drained,4,0,1,0,,648609,648609.0,2714000,166000,637140,1,,8,structured,,,,,,256,4,,
go,inbox,inbox.commit,packs/duplicate,4,0,8,0,,164083,20510.375,135000,32000,637140,13380826962402805797,,8,structured,,,,,,256,4,,
go,inbox,inbox.discard,packs,4,0,8,0,,161107,20138.375,132000,32000,637140,904282771369140133,,8,structured,,,,,,256,4,,
go,inbox,inbox.drain,packs/new,4,0,8,2252288,payload,2544751,318093.875,11666000,1389000,637140,10757339752214078257,,8,structured,,,,,,256,4,,
go,inbox,inbox.open,empty,4,0,1,0,,65585,65585.0,56000,13000,637140,9929646806074584996,,1,structured,,,,,,,4,,
go,inbox,inbox.open,sweeps-staged-tmp-files,4,0,8,0,,182860,22857.5,0,183000,637140,9929646806074584996,,8,structured,,,,,,256,4,,
go,inbox,inbox.stage,packs,4,0,8,2252288,payload,1593243,199155.375,636000,152000,637140,15524701931411160903,,8,structured,,,,,,256,4,,
go,ingest,ingest.dir,single-file/jobs-1,1,0,1,524288,included,2738151,2738151.0,2487000,110000,637140,6085811459781643831,524288,,text,,,,,1,,1,,
go,ingest,ingest.dir,tree/fresh-store/jobs-1,1,0,335,7196448,included,74410385,222120.55223880598,72256000,75072000,637140,4496648679312690307,,,tree,335,,,,335,,1,,
go,ingest,ingest.dir,tree/fresh-store/jobs-N,4,0,335,7196448,included,34835256,103985.83880597015,133590000,34749000,637140,4496648679312690307,,,tree,335,,,,335,,4,,
go,ingest,ingest.dir,tree/incremental-change/jobs-1,1,0,343,7228128,included,22093335,64412.05539358601,44667000,8126000,637140,6443196893108394784,,,tree,343,,,,343,,1,,
go,ingest,ingest.dir,tree/incremental-change/jobs-N,4,0,343,7228128,included,26096721,76083.73469387754,79255000,38038000,637140,6443196893108394784,,,tree,343,,,,343,,4,,
go,ingest,ingest.dir,tree/unchanged-repeat/jobs-1,1,0,335,7196448,included,27509350,82117.46268656716,62972000,10185000,637140,11354262184208098167,,,tree,335,,,,335,,1,,
go,ingest,ingest.dir,tree/unchanged-repeat/jobs-N,4,0,335,7196448,included,20515340,61239.82089552239,78511000,14124000,637140,11354262184208098167,,,tree,335,,,,335,,4,,
go,ingest,ingest.objects,tree/jobs-1,1,0,335,7196448,included,25360626,75703.36119402986,63230000,4181000,637140,4723225237389412420,,,tree,335,,,,335,,1,,
