core,op,workload,rep,name,value
go,fstree.encode_file_node,children-1024,0,go.mallocs,65737
go,fstree.encode_file_node,children-128,0,go.heap_alloc_bytes,797304
go,fstree.encode_file_node,children-128,0,go.mallocs,8395
go,fstree.encode_file_node,children-65536,0,go.heap_alloc_bytes,394793848
go,fstree.encode_file_node,children-65536,0,go.mallocs,4194538
go,fstree.encode_file_node,children-8,0,go.heap_alloc_bytes,50808
go,fstree.encode_file_node,children-8,0,go.mallocs,711
go,fstree.encode_xattr_set,xattrs-64,0,go.heap_alloc_bytes,2813312
go,fstree.encode_xattr_set,xattrs-64,0,go.mallocs,97400
go,fstree.index_builder_file,children-1024,0,go.heap_alloc_bytes,261712
go,fstree.index_builder_file,children-1024,0,go.mallocs,2170
go,fstree.index_builder_file,children-128,0,go.heap_alloc_bytes,38296
go,fstree.index_builder_file,children-128,0,go.mallocs,304
go,fstree.index_builder_file,children-65536,0,go.heap_alloc_bytes,14238536
go,fstree.index_builder_file,children-65536,0,go.mallocs,137225
go,fstree.index_builder_file,children-8,0,go.heap_alloc_bytes,3880
go,fstree.index_builder_file,children-8,0,go.mallocs,36
go,fstree.list_entries,widest/first-page-100,0,go.heap_alloc_bytes,9703424
go,fstree.list_entries,widest/first-page-100,0,go.mallocs,72320
go,fstree.list_entries,width-16/full-paging-100,0,go.heap_alloc_bytes,9792
go,fstree.list_entries,width-16/full-paging-100,0,go.mallocs,40
go,fstree.list_entries,width-256/full-paging-100,0,go.heap_alloc_bytes,239040
go,fstree.list_entries,width-256/full-paging-100,0,go.mallocs,1080
go,fstree.list_entries,width-40000/full-paging-100,0,go.heap_alloc_bytes,59303408
go,fstree.list_entries,width-40000/full-paging-100,0,go.mallocs,428472
go,fstree.list_entries,width-4096/full-paging-100,0,go.heap_alloc_bytes,5467520
go,fstree.list_entries,width-4096/full-paging-100,0,go.mallocs,31676
go,fstree.lookup_entry,width-16/hit,0,go.heap_alloc_bytes,777600
go,fstree.lookup_entry,width-16/hit,0,go.mallocs,7000
go,fstree.lookup_entry,width-16/miss,0,go.heap_alloc_bytes,799936
go,fstree.lookup_entry,width-16/miss,0,go.mallocs,7608
go,fstree.lookup_entry,width-256/hit,0,go.heap_alloc_bytes,6093888
go,fstree.lookup_entry,width-256/hit,0,go.mallocs,55384
go,fstree.lookup_entry,width-256/miss,0,go.heap_alloc_bytes,70304
go,fstree.lookup_entry,width-256/miss,0,go.mallocs,2008
go,fstree.lookup_entry,width-40000/hit,0,go.heap_alloc_bytes,15501184
go,fstree.lookup_entry,width-40000/hit,0,go.mallocs,175128
