core,group,op,workload,threads,rep,ops,bytes,bytes_kind,wall_ns,ns_per_op,cpu_user_ns,cpu_sys_ns,max_rss_kib,checksum,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
go,amberpack,amberpack.reader_records,mixed-objects/producer-rust,1,3,500,10053753,encoded,715697,1431.394,717000,0,1813432,4451174990343454638,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add,mixed-objects,1,0,500,16960000,payload,34305623,68611.246,34288000,2172000,1813432,4408672499635271307,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add,mixed-objects,1,1,500,16960000,payload,33237162,66474.324,33272000,2027000,1813432,4408672499635271307,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add,mixed-objects,1,2,500,16960000,payload,32969971,65939.942,32903000,1994000,1813432,4408672499635271307,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add,mixed-objects,1,3,500,16960000,payload,33710196,67420.392,33286000,2201000,1813432,4408672499635271307,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add_record,pre-encoded-records/producer-go,1,0,500,10070344,encoded,19086,38.172,20000,3000,1813432,4408672499635271307,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add_record,pre-encoded-records/producer-go,1,1,500,10070344,encoded,14468,28.936,16000,2000,1813432,4408672499635271307,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add_record,pre-encoded-records/producer-go,1,2,500,10070344,encoded,14548,29.096,16000,2000,1813432,4408672499635271307,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add_record,pre-encoded-records/producer-go,1,3,500,10070344,encoded,14327,28.654,17000,2000,1813432,4408672499635271307,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add_record,pre-encoded-records/producer-rust,1,0,500,10053753,encoded,17583,35.166,18000,2000,1813432,9051759507606592069,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add_record,pre-encoded-records/producer-rust,1,1,500,10053753,encoded,14728,29.456,18000,3000,1813432,9051759507606592069,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add_record,pre-encoded-records/producer-rust,1,2,500,10053753,encoded,14378,28.756,15000,2000,1813432,9051759507606592069,,500,structured,,,,,,500,1,,
go,amberpack,amberpack.writer_add_record,pre-encoded-records/producer-rust,1,3,500,10053753,encoded,14418,28.836,15000,2000,1813432,9051759507606592069,,500,structured,,,,,,500,1,,
go,cbor,cbor.decode_xattrs,xattrs-3,1,0,64,4544,encoded,26621,415.953125,28000,4000,1813432,10124439526398863653,71,64,structured,3,,,,,,1,,
go,cbor,cbor.decode_xattrs,xattrs-3,1,1,64,4544,encoded,23665,369.765625,26000,4000,1813432,10124439526398863653,71,64,structured,3,,,,,,1,,
go,cbor,cbor.decode_xattrs,xattrs-3,1,2,64,4544,encoded,25479,398.109375,27000,4000,1813432,10124439526398863653,71,64,structured,3,,,,,,1,,
go,cbor,cbor.decode_xattrs,xattrs-3,1,3,64,4544,encoded,27342,427.21875,29000,4000,1813432,10124439526398863653,71,64,structured,3,,,,,,1,,
go,cbor,cbor.decode_xattrs,xattrs-64,1,0,64,282752,encoded,586551,9164.859375,591000,0,1813432,5919729855399850789,4418,64,structured,64,,,,,,1,,
go,cbor,cbor.decode_xattrs,xattrs-64,1,1,64,282752,encoded,578696,9042.125,567000,0,1813432,5919729855399850789,4418,64,structured,64,,,,,,1,,
go,cbor,cbor.decode_xattrs,xattrs-64,1,2,64,282752,encoded,575429,8991.078125,577000,0,1813432,5919729855399850789,4418,64,structured,64,,,,,,1,,
go,cbor,cbor.decode_xattrs,xattrs-64,1,3,64,282752,encoded,564739,8824.046875,497000,72000,1813432,5919729855399850789,4418,64,structured,64,,,,,,1,,
go,cbor,cbor.encode_xattrs,xattrs-3,1,0,64,4544,encoded,27763,433.796875,27000,4000,1813432,7087683166235696933,71,64,structured,3,,,,,,1,,
go,cbor,cbor.encode_xattrs,xattrs-3,1,1,64,4544,encoded,28244,441.3125,30000,4000,1813432,7087683166235696933,71,64,structured,3,,,,,,1,,
go,cbor,cbor.encode_xattrs,xattrs-3,1,2,64,4544,encoded,28845,450.703125,30000,5000,1813432,7087683166235696933,71,64,structured,3,,,,,,1,,
go,cbor,cbor.encode_xattrs,xattrs-3,1,3,64,4544,encoded,29056,454.0,30000,5000,1813432,7087683166235696933,71,64,structured,3,,,,,,1,,
go,cbor,cbor.encode_xattrs,xattrs-64,1,0,64,282752,encoded,1611047,25172.609375,1608000,0,1813432,7055603837320979365,4418,64,structured,64,,,,,,1,,
go,cbor,cbor.encode_xattrs,xattrs-64,1,1,64,282752,encoded,1607060,25110.3125,1534000,76000,1813432,7055603837320979365,4418,64,structured,64,,,,,,1,,
go,cbor,cbor.encode_xattrs,xattrs-64,1,2,64,282752,encoded,1662025,25969.140625,1213000,894000,1813432,7055603837320979365,4418,64,structured,64,,,,,,1,,
go,cbor,cbor.encode_xattrs,xattrs-64,1,3,64,282752,encoded,1528110,23876.71875,1525000,0,1813432,7055603837320979365,4418,64,structured,64,,,,,,1,,
go,chunkers,chunkers.item_chunker,is_boundary/bits-7,1,0,2000,0,,105412,52.706,97000,14000,1813432,13540704555984963781,32,2000,structured,,,,,,,1,,
go,chunkers,chunkers.item_chunker,is_boundary/bits-7,1,1,2000,0,,103177,51.5885,105000,0,1813432,13540704555984963781,32,2000,structured,,,,,,,1,,
go,chunkers,chunkers.item_chunker,is_boundary/bits-7,1,2,2000,0,,106514,53.257,107000,0,1813432,13540704555984963781,32,2000,structured,,,,,,,1,,
go,chunkers,chunkers.item_chunker,is_boundary/bits-7,1,3,2000,0,,107335,53.6675,97000,14000,1813432,13540704555984963781,32,2000,structured,,,,,,,1,,
go,chunkers,chunkers.new_item_chunker,bits-4..12,1,0,2304,0,,30368,13.180555555555555,29000,4000,1813432,10832436384879348517,,2304,structured,,,,,,,1,,
go,chunkers,chunkers.new_item_chunker,bits-4..12,1,1,2304,0,,30328,13.163194444444445,33000,5000,1813432,10832436384879348517,,2304,structured,,,,,,,1,,
go,chunkers,chunkers.new_item_chunker,bits-4..12,1,2,2304,0,,30168,13.09375,32000,4000,1813432,10832436384879348517,,2304,structured,,,,,,,1,,
go,chunkers,chunkers.new_item_chunker,bits-4..12,1,3,2304,0,,30038,13.03732638888889,32000,5000,1813432,10832436384879348517,,2304,structured,,,,,,,1,,
go,chunkers,chunkers.split_bytes,compressible/4-16-64KiB,1,0,1024,67108864,payload,57733727,56380.5927734375,57537000,0,1813432,9068445193624773413,67108864,1,text,1024,,,,,,1,,
go,chunkers,chunkers.split_bytes,compressible/4-16-64KiB,1,1,1024,67108864,payload,57751391,56397.8427734375,57090000,971000,1813432,9068445193624773413,67108864,1,text,1024,,,,,,1,,
