core,group,op,workload,threads,n,ops_per_call,bytes_per_call,bytes_kind,ns_per_op_min,ns_per_op_p25,ns_per_op_median,ns_per_op_p75,ns_per_op_max,ns_per_op_mad,variation,cpu_ns_per_op_median,ops_per_s_median,bytes_per_s_median,entries_per_s_median,objects_per_s_median,max_rss_kib_max,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
go,fstree,fstree.child_keys,dir-leaf-128,1,7,64,0,,46120.296875,46365.9921875,46672.75,47060.3671875,48168.875,392.9375,0.008418991809996198,46703.125,21425.778425312415,,,,1813432.0,,64,structured,128,,,,,,1,,
go,fstree,fstree.child_keys,dir-node-128,1,7,64,0,,20805.375,20977.6484375,21196.265625,21371.0546875,21650.890625,247.34375,0.011669213548082246,21218.75,47178.12173577156,,,,1813432.0,,64,structured,128,,,,,,1,,
go,fstree,fstree.child_keys,file-node-1024,1,7,64,0,,86888.9375,87665.59375,88033.484375,88474.2421875,91793.015625,664.390625,0.007547021791956647,87843.75,11359.314096216585,,,,1813432.0,,64,structured,1024,,,,,,1,,
go,fstree,fstree.collect_entries,width-16,1,7,16,0,,511.0,621.8125,677.5,697.875,734.5625,45.0625,0.06651291512915129,875.0,1476014.7601476014,,1476014.7601476014,,1813432.0,,,structured,16,1,16,wide,,17,1,width,plain
go,fstree,fstree.collect_entries,width-256,1,7,256,0,,369.61328125,377.888671875,378.96484375,384.876953125,396.33984375,1.765625,0.004659073339174354,390.625,2638767.200948307,,2638767.200948307,,1813432.0,,,structured,256,1,256,wide,,259,1,width,plain
go,fstree,fstree.collect_entries,width-40000,1,7,40000,0,,382.411275,390.46275,397.111075,398.9880375,402.582525,2.2239999999999895,0.005600448186946157,395.95,2518187.134418248,,2518187.134418248,,1813432.0,,,structured,40000,1,40000,wide,,40257,1,width,plain
go,fstree,fstree.collect_entries,width-4096,1,7,4096,0,,362.40869140625,364.978271484375,365.48095703125,370.1552734375,371.08251953125,3.072265625,0.008406089471680216,366.2109375,2736120.667196612,,2736120.667196612,,1813432.0,,,structured,4096,1,4096,wide,,4122,1,width,plain
go,fstree,fstree.decode_dir_leaf,entries-1024,1,7,65536,4849856,encoded,348.4752960205078,350.2788848876953,350.7823791503906,354.17716217041016,355.1223602294922,2.3070831298828125,0.0065769641436113834,349.91455078125,2850770.3335100277,210965356.54595348,2850770.3335100277,,1813432.0,75779,64,structured,1024,,,leaf,,,1,entries,plain
go,fstree,fstree.decode_dir_leaf,entries-128,1,7,8192,606336,encoded,353.854736328125,355.19024658203125,356.189453125,358.29608154296875,362.3388671875,1.4822998046875,0.004161548837795897,355.8349609375,2807494.6948220367,207798474.52143732,2807494.6948220367,,1813432.0,9474,64,structured,128,,,leaf,,,1,entries,plain
go,fstree,fstree.decode_dir_leaf,entries-128-partial-change,1,7,8192,680064,encoded,367.7655029296875,369.6954345703125,370.9112548828125,372.79400634765625,397.5208740234375,2.015625,0.005434251383492869,371.09375,2696062.701887935,223815330.2364156,2696062.701887935,,1813432.0,10626,64,partial-change,128,,,leaf,,,1,entries,partial-change
