group,op,workload,threads,n,go_ns_per_op_median,go_ns_per_op_mad,go_variation,rust_ns_per_op_median,rust_ns_per_op_mad,rust_variation,median_ratio_go_over_rust,ratio_ci_low,ratio_ci_high,mann_whitney_u,p_value,p_method,bytes_kind,go_bytes_per_s_median,rust_bytes_per_s_median,go_ops_per_s_median,rust_ops_per_s_median,go_cpu_ns_per_op_median,rust_cpu_ns_per_op_median,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
amberpack,amberpack.reader_all,truncated-stream/producer-rust,1,7,5068666.90625,36268.8125,0.007155493381361905,3077561.125,3030.671875,0.0009847641531409064,1.6469752184857092,1.6346334417105206,1.666285019754789,49.0,0.0005827505827505828,exact,,,,197.29053388119354,324.9326201441409,5453125.0,3065437.5,5026876,64,structured,,,,,,,1,,
amberpack,amberpack.reader_records,mixed-objects/producer-go,1,7,1472.332,48.53200000000015,0.03296267417946506,2828.544,5.2719999999999345,0.0018638564575979497,0.5205264616707395,0.5120021945985898,0.771871653742253,0.0,0.0005827505827505828,exact,encoded,13679447298.571247,7120514299.9366455,679194.6381658484,353538.78179020726,1562.0,2828.0,,500,structured,,,,,,500,1,,
amberpack,amberpack.reader_records,mixed-objects/producer-rust,1,7,1437.666,16.47199999999998,0.011457459521196147,2815.038,6.994000000000142,0.0024845135305456415,0.5107092692887272,0.503606621044694,0.5375300873368033,0.0,0.0005827505827505828,exact,encoded,13986215157.06708,7142889722.980649,695571.8504854396,355234.99149922666,1456.0,2810.0,,500,structured,,,,,,500,1,,
amberpack,amberpack.writer_add,mixed-objects,1,7,67028.018,804.218000000008,0.011998236319623953,39635.654,73.5,0.0018543909985691165,1.691104125593588,1.658804870541159,1.7119370548839077,49.0,0.0005827505827505828,exact,payload,506057034.23902524,855795138.3872712,14919.134264122205,25229.809504341723,70946.0,39470.0,,500,structured,,,,,,500,1,,
amberpack,amberpack.writer_add_record,pre-encoded-records/producer-go,1,7,29.096,0.44200000000000017,0.015191091558977184,7.594,0.20199999999999996,0.02659994732683697,3.831445878324993,3.711646998460749,5.107305325127107,49.0,0.0005827505827505828,exact,encoded,692215012372.8347,2652184356070.582,34368985.42755018,131682907.55859889,38.0,8.0,,500,structured,,,,,,500,1,,
amberpack,amberpack.writer_add_record,pre-encoded-records/producer-rust,1,7,29.456,0.620000000000001,0.021048343291689333,7.716,0.2999999999999998,0.038880248833592514,3.8175220321410057,3.7268014515292895,4.767624728850325,49.0,0.0005827505827505828,exact,encoded,682628530689.8425,2605949455676.516,33948940.79304726,129600829.44530845,36.0,10.0,,500,structured,,,,,,500,1,,
cbor,cbor.decode_xattrs,xattrs-3,1,7,409.84375,17.375,0.042394205108654215,173.296875,0.625,0.0036065278153457757,2.3649806149129926,2.2329267206838215,2.467466835123184,49.0,0.0005827505827505828,exact,encoded,173236751.81090355,409701559.82328016,2439954.2508577965,5770444.504553242,484.375,187.5,71,64,structured,3,,,,,,1,,
cbor,cbor.decode_xattrs,xattrs-64,1,7,8915.3125,87.984375,0.009868905324406744,5564.84375,36.328125,0.0065281482521409515,1.6020777762178857,1.5641436401415485,1.627749853031765,49.0,0.0005827505827505828,exact,encoded,495551894.5634267,793912677.2427348,112166.56735251848,179699.56479011654,8937.5,5546.875,4418,64,structured,64,,,,,,1,,
cbor,cbor.encode_xattrs,xattrs-3,1,7,444.28125,9.71875,0.021875219807272982,252.5,11.28125,0.044678217821782176,1.759529702970297,1.690176985327982,1.9117047174156194,49.0,0.0005827505827505828,exact,encoded,159808679.74959555,281188118.8118812,2250826.4753464162,3960396.0396039602,500.0,265.625,71,64,structured,3,,,,,,1,,
cbor,cbor.encode_xattrs,xattrs-64,1,7,25172.609375,796.53125,0.03164277640565421,4513.46875,33.34375,0.007387610692995271,5.577220264347682,5.312729384596352,5.788224518438805,49.0,0.0005827505827505828,exact,encoded,175508225.39627957,978848031.2398307,39725.71874066989,221559.08357624055,25156.25,4500.0,4418,64,structured,64,,,,,,1,,
chunkers,chunkers.item_chunker,is_boundary/bits-7,1,7,52.706,0.5509999999999948,0.010454217736121025,32.537,0.02499999999999858,0.0007683560254479079,1.6198789070903896,1.5806501214749207,1.6378202171172,49.0,0.0005827505827505828,exact,,,,18973171.934884075,30734241.01791806,54.0,33.0,32,2000,structured,,,,,,,1,,
chunkers,chunkers.new_item_chunker,bits-4..12,1,7,13.09375,0.056423611111110716,0.004309201803235186,12.95876736111111,0.013020833333333925,0.001004789496600508,1.010416317781425,1.0080637066283,1.0209041640017504,42.0,0.029303676097703832,normal,,,,76372315.03579952,77167833.3389155,15.625,13.45486111111111,,2304,structured,,,,,,,1,,
chunkers,chunkers.split_bytes,compressible/4-16-64KiB,1,7,56308.587890625,141.24609375,0.0025084289811060333,40272.02734375,166.1669921875,0.00412611440613973,1.398205941061564,1.3791080300134073,1.4058537512544964,49.0,0.0005827505827505828,exact,payload,1163872198.8073742,1627333023.008856,17759.280377309788,24831.131332532594,56568.359375,40102.5390625,67108864,1,text,1024,,,,,,1,,
