group,scenario,backend,rep,op,counter,value
backup,backup/retention,restic,1,backup_changed_again,store_data_apparent_bytes,13566119
backup,backup/retention,restic,1,backup_changed_again,store_index_allocated_bytes,28672
backup,backup/retention,restic,1,backup_changed_again,store_index_apparent_bytes,20682
backup,backup/retention,restic,1,backup_changed_again,store_snapshots_allocated_bytes,20480
backup,backup/retention,restic,1,backup_changed_again,store_snapshots_apparent_bytes,1673
backup,backup/retention,restic,1,forget_oldest,store_data_allocated_bytes,14630912
backup,backup/retention,restic,1,forget_oldest,store_data_apparent_bytes,13566119
backup,backup/retention,restic,1,forget_oldest,store_index_allocated_bytes,28672
backup,backup/retention,restic,1,forget_oldest,store_index_apparent_bytes,20682
backup,backup/retention,restic,1,forget_oldest,store_snapshots_allocated_bytes,12288
backup,backup/retention,restic,1,forget_oldest,store_snapshots_apparent_bytes,813
backup,backup/retention,restic,1,prune,allocated_after_prune,14503936
backup,backup/retention,restic,1,prune,allocated_before_forget,14700544
backup,backup/retention,restic,1,prune,store_data_allocated_bytes,14446592
backup,backup/retention,restic,1,prune,store_data_apparent_bytes,13377235
backup,backup/retention,restic,1,prune,store_index_allocated_bytes,24576
backup,backup/retention,restic,1,prune,store_index_apparent_bytes,16719
backup,backup/retention,restic,1,prune,store_snapshots_allocated_bytes,12288
backup,backup/retention,restic,1,prune,store_snapshots_apparent_bytes,813
backup,backup/retention,amber-go,1,backup_initial,store_closures_allocated_bytes,4096
backup,backup/retention,amber-go,1,backup_initial,store_closures_apparent_bytes,0
backup,backup/retention,amber-go,1,backup_initial,store_packstore_allocated_bytes,11763712
backup,backup/retention,amber-go,1,backup_initial,store_packstore_apparent_bytes,11755215
backup,backup/retention,amber-go,1,backup_initial,store_refs_allocated_bytes,4628480
backup,backup/retention,amber-go,1,backup_initial,store_refs_apparent_bytes,2919
backup,backup/retention,amber-go,1,backup_unchanged,store_closures_allocated_bytes,4096
backup,backup/retention,amber-go,1,backup_unchanged,store_closures_apparent_bytes,0
backup,backup/retention,amber-go,1,backup_unchanged,store_packstore_allocated_bytes,11763712
backup,backup/retention,amber-go,1,backup_unchanged,store_packstore_apparent_bytes,11755215
backup,backup/retention,amber-go,1,backup_unchanged,store_refs_allocated_bytes,4636672
backup,backup/retention,amber-go,1,backup_unchanged,store_refs_apparent_bytes,3646
backup,backup/retention,amber-go,1,backup_changed,store_closures_allocated_bytes,4096
